"block";"j_offset";"j_string";"e_string";"pointer"
"0";"00085EC0";"すみません　せっかく親切にして
もらったのにこんな事言って…";"";"0008A9D8"
"0";"00085F00";"それじゃあ　帰ります
失礼しました";"";"0008A9E0"
"0";"00085F28";"白石 紀子";"";"0008A9E8"
"0";"00085F40";"いらっしゃいませ…";"";"0008A9F0"
"0";"00085F58";"白石 紀子";"";"0008A9F8"
"0";"00085F68";"あ、$puさん";"";"0008AA00"
"0";"00085F78";"白石 紀子";"";"0008AA08"
"0";"00085F90";"今、彼女と一緒に住んでいるそうですね…";"";"0008AA10"
"0";"00085FC0";"はいこれ　プレゼント";"";"0008AA18"
"0";"00085FE0";"えっ　いいんですか？
ありがとうございます！";"";"0008AA20"
"0";"00086010";"わぁ　かわいいパジャマですね！";"";"0008AA28"
"0";"00086030";"似合いますか？";"";"0008AA30"
"0";"00086040";"わっ…！　これ、ネグリジェ…　ですね";"";"0008AA38"
"0";"00086070";"こういうの初めて着ます…
似合ってますか？";"";"0008AA40"
"0";"000860A0";"あっ　水着！
私、こう見えて泳ぐのは得意なんですよ";"";"0008AA48"
"0";"000860E0";"今度暇な時に、一緒に海に行きましょうね";"";"0008AA50"
"0";"00086108";"白石 紀子";"";"0008AA58"
"0";"00086118";"あ、$puさん";"";"0008AA60"
"0";"00086128";"白石 紀子";"";"0008AA68"
"0";"00086140";"来てくれたんですか？";"";"0008AA70"
"0";"00086160";"よかった　元気そうだな";"";"0008AA78"
"0";"00086180";"なんだ　元気そうだな　がっかりだよ";"";"0008AA80"
"0";"000861A8";"具合はどう？";"";"0008AA88"
"0";"000861B8";"$p";"";"0008AA90"
"0";"000861C0";"よかった　元気そうだな";"";"0008AA98"
"0";"000861D8";"白石 紀子";"";"0008AAA0"
"0";"000861F0";"はい　傷の方はもう大丈夫です";"";"0008AAA8"
"0";"00086210";"$p";"";"0008AAB0"
"0";"00086220";"なんだ　元気そうだな　がっかりだよ";"";"0008AAB8"
"0";"00086248";"白石 紀子";"";"0008AAC0"
"0";"00086260";"えっ…　す、すみません…";"";"0008AAC8"
"0";"00086280";"$p";"";"0008AAD0"
"0";"00086288";"具合はどう？";"";"0008AAD8"
"0";"00086298";"白石 紀子";"";"0008AAE0"
"0";"000862B0";"傷の方はもう大丈夫です";"";"0008AAE8"
"0";"000862C8";"白石 紀子";"";"0008AAF0"
"0";"000862E0";"記憶の方は　まだ思い出せなくて…";"";"0008AAF8"
"0";"00086308";"白石 紀子";"";"0008AB00"
"0";"00086320";"脳は異常ないらしいですけど、先生には
あせらない様にって言われてます";"";"0008AB08"
"0";"00086368";"白石 紀子";"";"0008AB10"
"0";"00086380";"…そうだ、この町の公園で
週末に盆踊りをやってるらしいですね";"";"0008AB18"
"0";"000863C0";"白石 紀子";"";"0008AB20"
"0";"000863D0";"盆踊りは…　行ったことがあるような
気もするんですけど…";"";"0008AB28"
"0";"00086408";"$p";"";"0008AB30"
"0";"00086410";"（盆踊りの記憶がかすかにあるようだ…）";"";"0008AB38"
"0";"00086438";"$p";"";"0008AB40"
"0";"00086440";"（盆踊りを連想する物を見せれば
　記憶が戻るかもしれないな…）";"";"0008AB48"
"0";"00086480";"$ciお面$crを渡しますか？";"";"0008AB50"
"0";"000864A0";"渡す";"";"0008AB58"
"0";"000864A8";"渡さない";"";"0008AB60"
"0";"000864C0";"なんですか？　これ…";"";"0008AB68"
"0";"000864E0";"お面だよ　盆踊りの屋台で売ってたんだ";"";"0008AB70"
"0";"00086510";"盆踊りの…？　あっ　そういえば…！";"";"0008AB78"
"0";"00086540";"お面の屋台って　あの、いろんなお面が
ならんでいる、あれですよね！？";"";"0008AB80"
"0";"00086590";"ありがとうございます！　$puさん
少し、思い出せたような気がします…！";"";"0008AB88"
"0";"000865E0";"どのお面を渡しますか？";"";"0008AB90"
"0";"000865F8";"ヒーロー";"";"0008AB98"
"0";"00086608";"魔女っ子";"";"0008ABA0"
"0";"00086620";"$ci浴衣$crを見せますか？";"";"0008ABA8"
"0";"00086640";"$ci金魚$crを渡しますか？";"";"0008ABB0"
"0";"00086660";"$ci金魚鉢$crを渡しますか？";"";"0008ABB8"
"0";"00086680";"白石 紀子";"";"0008ABC0"
"0";"00086690";"なんですか？　これ…";"";"0008ABC8"
"0";"000866A8";"$p";"";"0008ABD0"
"0";"000866B0";"浴衣だよ　盆踊りに着ていくんだ";"";"0008ABD8"
"0";"000866D0";"$p";"";"0008ABE0"
"0";"000866E0";"金魚だよ　盆踊りの屋台で売ってたんだ";"";"0008ABE8"
"0";"00086708";"$p";"";"0008ABF0"
"0";"00086710";"金魚鉢だよ　盆踊りの屋台で売ってたんだ";"";"0008ABF8"
"0";"00086738";"白石 紀子";"";"0008AC00"
"0";"00086750";"盆踊りの…？　あっ　そういえば…！";"";"0008AC08"
"0";"00086778";"白石 紀子";"";"0008AC10"
"0";"00086790";"盆踊りには、みんな浴衣を着て
出かけるんですよね！？";"";"0008AC18"
"0";"000867C8";"白石 紀子";"";"0008AC20"
"0";"000867E0";"盆踊りには金魚すくいがあるんですよね！？
私もしたことあるような気がします";"";"0008AC28"
"0";"00086830";"白石 紀子";"";"0008AC30"
"0";"00086840";"ありがとうございます！　$puさん
少し、思い出せたような気がします…！";"";"0008AC38"
"0";"00086888";"見せる";"";"0008AC40"
"0";"00086890";"見せない";"";"0008AC48"
"0";"000868A0";"白石 紀子";"";"0008AC50"
"0";"000868B0";"おかげで少し思い出せたような気がします
ありがとうございました";"";"0008AC58"
"0";"000868F0";"あっ　$puさん";"";"0008AC60"
"0";"00086900";"どうですか？　この浴衣";"";"0008AC68"
"0";"00086920";"店長から借りたんですけど…";"";"0008AC70"
"0";"00086940";"うん　よく似合ってる";"";"0008AC78"
"0";"00086960";"まあ…　似合ってるんじゃない？";"";"0008AC80"
"0";"00086980";"ちょっと…　似合ってないな…";"";"0008AC88"
"0";"000869A0";"全然似合ってないね";"";"0008AC90"
"0";"000869C0";"似合ってるよ　幽霊みたいだ";"";"0008AC98"
"0";"000869E0";"うん　よく似合ってる";"";"0008ACA0"
"0";"00086A00";"ほんとですか？
…ちょっと照れますね";"";"0008ACA8"
"0";"00086A30";"まあ…　似合ってるんじゃない？";"";"0008ACB0"
"0";"00086A50";"そうですか？　よかった";"";"0008ACB8"
"0";"00086A70";"ちょっと…　似合ってないな…";"";"0008ACC0"
"0";"00086A90";"そうですか…";"";"0008ACC8"
"0";"00086AA0";"全然似合ってないね";"";"0008ACD0"
"0";"00086AC0";"ええっ…
そんな、はっきり言わなくても…";"";"0008ACD8"
"0";"00086AF0";"似合ってるよ　幽霊みたいだ";"";"0008ACE0"
"0";"00086B10";"ええっ！？　そんな、ひどいですよ";"";"0008ACE8"
"0";"00086B40";"それじゃあ　色々見て回りましょうか";"";"0008ACF0"
"0";"00086B70";"あの、$puさん…";"";"0008ACF8"
"0";"00086B80";"あまり、物騒な事件に関わらない方が
いいと思うんですけど…";"";"0008AD00"
"0";"00086BC0";"やっぱり、警察の方が慣れてるし…";"";"0008AD08"
"0";"00086BF0";"…えっと　その…　心配ですし…";"";"0008AD10"
"0";"00086C10";"ありがとう　でも捜査はやめない";"";"0008AD18"
"0";"00086C30";"ありがとう　少し考えてみるよ";"";"0008AD20"
"0";"00086C50";"これは俺の問題だ　捜査はやめない";"";"0008AD28"
"0";"00086C80";"これは俺の問題だ　放っておいてくれ";"";"0008AD30"
"0";"00086CB0";"ありがとう
でも捜査をやめるつもりはないな";"";"0008AD38"
"0";"00086CE0";"…そうですか……";"";"0008AD40"
"0";"00086D00";"ありがとう　少し考えてみるよ";"";"0008AD48"
"0";"00086D20";"何かあってからじゃあ、遅いですからね";"";"0008AD50"
"0";"00086D50";"これは俺の問題だ　捜査はやめない";"";"0008AD58"
"0";"00086D80";"そうですか　…分かりました";"";"0008AD60"
"0";"00086DA0";"これは俺の問題だ　放っておいてくれ";"";"0008AD68"
"0";"00086DD0";"そ、そうですか……";"";"0008AD70"
"0";"00086DF0";"今日はありがとうございました
来てくれて嬉しかったです";"";"0008AD78"
"0";"00086E30";"…お祭りっていいですね
いろんな人がいて、にぎやかで…";"";"0008AD80"
"0";"00086E70";"あの時はいろんな事があって
毎日大変だったけど…";"";"0008AD88"
"0";"00086EA0";"お祭りは、今年と同じように
これからもずっと続いていくんでしょうね…";"";"0008AD90"
"0";"00086EF0";"今日は、付き合ってくれて
ありがとうございました";"";"0008AD98"
"0";"00086F20";"それじゃあ　おやすみなさい";"";"0008ADA0"
"0";"00086F40";"白石 紀子";"";"0008ADA8"
"0";"00086F50";"わあ！　すごいですね！
こんなにお面がたくさん！";"";"0008ADB0"
"0";"00086F80";"白石 紀子";"";"0008ADB8"
"0";"00086F90";"こんなにたくさんあると
目移りして、なかなか決められないですね";"";"0008ADC0"
"0";"00086FD0";"ヒーローのお面がいいよ";"";"0008ADC8"
"0";"00086FF0";"魔女っ子のお面がいいよ";"";"0008ADD0"
"0";"00087010";"お面で紀子の顔が見えなくなるのは嫌だな";"";"0008ADD8"
"0";"00087038";"白石 紀子";"";"0008ADE0"
"0";"00087050";"ふふっ
私もそう思ってたんですよ";"";"0008ADE8"
"0";"00087070";"白石 紀子";"";"0008ADF0"
"0";"00087080";"そ、そうですか？
あ、ありがとうございます…";"";"0008ADF8"
"0";"000870B0";"白石 紀子";"";"0008AE00"
"0";"000870C0";"つ、次のお店に行きましょうか…";"";"0008AE08"
"0";"000870E0";"白石 紀子";"";"0008AE10"
"0";"000870F0";"ありがとうございます
大事にしますね";"";"0008AE18"
"0";"00087118";"白石 紀子";"";"0008AE20"
"0";"00087130";"$puさん　以前、私が入院してるときに
お面を持って来てくれましたよね";"";"0008AE28"
"0";"00087180";"紀子に似合うと思ったんだ";"";"0008AE30"
"0";"000871A0";"記憶が戻る役には立てなかったな…";"";"0008AE38"
"0";"000871D0";"そんなことあったっけ？";"";"0008AE40"
"0";"000871E8";"白石 紀子";"";"0008AE48"
"0";"00087200";"ありがとうございます
あのお面、今も部屋に飾ってます";"";"0008AE50"
"0";"00087238";"白石 紀子";"";"0008AE58"
"0";"00087250";"そんなことないです
すごく役に立ちましたよ";"";"0008AE60"
"0";"00087280";"白石 紀子";"";"0008AE68"
"0";"00087290";"もう忘れちゃいましたか？
でも、私ははっきり覚えてますよ";"";"0008AE70"
"0";"000872C8";"白石 紀子";"";"0008AE78"
"0";"000872E0";"だって、記憶は戻らなかったですけど
新しい思い出ができたんですから";"";"0008AE80"
"0";"00087328";"白石 紀子";"";"0008AE88"
"0";"00087340";"ちょっと、お腹がすきましたね
何か食べましょうか";"";"0008AE90"
"0";"00087370";"俺もお腹が減ったな";"";"0008AE98"
"0";"00087388";"俺はまだ大丈夫";"";"0008AEA0"
"0";"00087398";"白石 紀子";"";"0008AEA8"
"0";"000873B0";"そうですか？
じゃあもうちょっと見て行きましょうか";"";"0008AEB0"
"0";"000873E8";"白石 紀子";"";"0008AEB8"
"0";"00087400";"私に…　ですか？";"";"0008AEC0"
"0";"00087420";"もう少しお面を見ていく";"";"0008AEC8"
"0";"00087440";"それよりも腹が減った";"";"0008AED0"
"0";"00087458";"白石 紀子";"";"0008AED8"
"0";"00087470";"フフッ　そうですか？
じゃあどこか食べ物屋さんに行きましょう";"";"0008AEE0"
"0";"000874B0";"白石 紀子";"";"0008AEE8"
"0";"000874C0";"わあ！　りんご飴ですよ！
美味しそうですね";"";"0008AEF0"
"0";"000874F0";"りんご飴を買ってあげる";"";"0008AEF8"
"0";"00087510";"それよりもカキ氷が食べたい";"";"0008AF00"
"0";"00087530";"白石 紀子";"";"0008AF08"
"0";"00087540";"あら？　$puさん
お財布忘れてきちゃたんですか？";"";"0008AF10"
"0";"00087570";"白石 紀子";"";"0008AF18"
"0";"00087580";"心配しないでください　私が払いますよ";"";"0008AF20"
"0";"000875A8";"白石 紀子";"";"0008AF28"
"0";"000875C0";"大きなりんご！
ひとりじゃ食べきれないですよ";"";"0008AF30"
"0";"000875F0";"白石 紀子";"";"0008AF38"
"0";"00087600";"ふたりで半分こにしましょうね";"";"0008AF40"
"0";"00087620";"白石 紀子";"";"0008AF48"
"0";"00087630";"そうですか？
それじゃあカキ氷屋さんに行きましょうか";"";"0008AF50"
"0";"00087668";"白石 紀子";"";"0008AF58"
"0";"00087680";"こうやってお店を見て歩くだけでも
お祭りって楽しいですよね";"";"0008AF60"
"0";"000876C0";"白石 紀子";"";"0008AF68"
"0";"000876D0";"あ！　カキ氷屋さんですよ
冷たくて美味しそう";"";"0008AF70"
"0";"00087700";"白石 紀子";"";"0008AF78"
"0";"00087710";"そう言えば
今年はまだ一度も食べてないな…";"";"0008AF80"
"0";"00087740";"かき氷を買ってあげる";"";"0008AF88"
"0";"00087760";"それより早く休みたい";"";"0008AF90"
"0";"00087778";"白石 紀子";"";"0008AF98"
"0";"00087790";"え？　買ってくれるんですか？
ありがとうございます";"";"0008AFA0"
"0";"000877C8";"白石 紀子";"";"0008AFA8"
"0";"000877E0";"たくさん見て回りましたね
ちょっと休みましょうか";"";"0008AFB0"
"0";"00087810";"白石 紀子";"";"0008AFB8"
"0";"00087820";"…今日はずいぶん歩き回りましたからね
ちょっと休みましょうか";"";"0008AFC0"
"0";"00087860";"$p";"";"0008AFC8"
"0";"00087868";"紀子と…";"";"0008AFD0"
"0";"00087878";"俺って";"";"0008AFD8"
"0";"00087880";"片山って";"";"0008AFE0"
"0";"00087890";"ゆきって";"";"0008AFE8"
"0";"000878A0";"綾って";"";"0008AFF0"
"0";"000878A8";"お似合いだよな";"";"0008AFF8"
"0";"000878B8";"似てるよな";"";"0008B000"
"0";"000878C8";"相性悪いよな";"";"0008B008"
"0";"000878D8";"$p";"";"0008B010"
"0";"000878E0";"紀子と　俺って…";"";"0008B018"
"0";"000878F8";"$p";"";"0008B020"
"0";"00087900";"紀子と　片山って…";"";"0008B028"
"0";"00087918";"$p";"";"0008B030"
"0";"00087920";"紀子と　ゆきって…";"";"0008B038"
"0";"00087938";"$p";"";"0008B040"
"0";"00087940";"紀子と　俺って　お似合いだよな";"";"0008B048"
"0";"00087960";"$p";"";"0008B050"
