"block";"j_offset";"j_string";"e_string";"pointer"
1;"84E38";"白石 紀子";;"0008A608"
1;"84E50";"今度の金曜日、盆踊りに行きませんか？";;"0008A610"
1;"84E78";"白石 紀子";;"0008A618"
1;"84E90";"明日の夜、盆踊りに行きませんか？";;"0008A620"
1;"84EB8";"いいね　行こう";;"0008A628"
1;"84ED0";"いや　やめておく";;"0008A630"
1;"84EE8";"$p";;"0008A638"
1;"84EF0";"いいね　行こう";;"0008A640"
1;"84F00";"白石 紀子";;"0008A648"
1;"84F10";"それじゃあ、今日の夜に公園で
待ってますね";;"0008A650"
1;"84F40";"白石 紀子";;"0008A658"
1;"84F50";"それじゃあ、明日の夜に公園で
待ってますね";;"0008A660"
1;"84F80";"白石 紀子";;"0008A668"
1;"84F90";"それじゃあ、金曜日の夜に公園で
待ってますね";;"0008A670"
1;"84FC0";"$p";;"0008A678"
1;"84FD0";"いや　やめておくよ";;"0008A680"
1;"84FE8";"白石 紀子";;"0008A688"
1;"85000";"そう…　ですか…
分かりました";;"0008A690"
1;"85020";"白石 紀子";;"0008A698"
1;"85030";"あっ　$puさん…";;"0008A6A0"
1;"85040";"白石 紀子";;"0008A6A8"
1;"85050";"この前の約束の日は…　すみませんでした
私、どうしても待ち合わせに行けなくて…";;"0008A6B0"
1;"850A0";"白石 紀子";;"0008A6B8"
1;"850B0";"ずっと待たせちゃったんでしょうね…";;"0008A6C0"
1;"850D8";"白石 紀子";;"0008A6C8"
1;"850F0";"今度こそ、ちゃんと行きますから
一緒に盆踊りに行きませんか？";;"0008A6D0"
1;"85130";"今度こそ　ちゃんと来てくれよ";;"0008A6D8"
1;"85150";"もう紀子と待ち合わせるのは懲り懲りだよ";;"0008A6E0"
1;"85180";"いらっしゃいませ";;"0008A6E8"
1;"851A0";"あの、$puさん
ちょっと聞いていいですか？";;"0008A6F0"
1;"851D0";"私…この間お客さんに
「幸薄そう」って言われたんです";;"0008A6F8"
1;"85210";"私って…　そんなに不幸そうに見えますか？";;"0008A700"
1;"85240";"見るからに不幸そうだ";;"0008A708"
1;"85260";"どちらかと言えば不幸そうだ";;"0008A710"
1;"85280";"俺は不幸そうだとは思わない";;"0008A718"
1;"852A0";"見るからに不幸そうだ";;"0008A720"
1;"852C0";"えっ！？　そうなんですか？";;"0008A728"
1;"852E0";"どちらかと言えば不幸そうだ";;"0008A730"
1;"85300";"やっぱり…　そうなんですね…";;"0008A738"
1;"85320";"俺は不幸そうだとは思わない";;"0008A740"
1;"85340";"そうですか？　うん…　でも…";;"0008A748"
1;"85360";"でも、私の何かが不幸そうに
見せてるんですよね…";;"0008A750"
1;"85390";"たぶんそれは…";;"0008A758"
1;"853A0";"顔色だ";;"0008A760"
1;"853A8";"境遇だ";;"0008A768"
1;"853B0";"しゃべり方だ";;"0008A770"
1;"853C0";"顔色じゃないかな？";;"0008A778"
1;"853E0";"あぁ、それはそうですね";;"0008A780"
1;"85400";"じゃあ　お化粧とかすれば
不幸そうに見られなくなるかも…？";;"0008A788"
1;"85440";"その境遇が原因だな";;"0008A790"
1;"85460";"確かに自分でもそう思いますけど、
これは変えようがありませんし…";;"0008A798"
1;"854A0";"そのしゃべり方が原因じゃないかな";;"0008A7A0"
1;"854D0";"えっ　私の話し方、不幸そうですか？";;"0008A7A8"
1;"85500";"でも、急に話し方を変えたら
気味悪がられませんかね…？";;"0008A7B0"
1;"85540";"（そうだな、化粧でもすれば
だいぶ印象が変わるだろうな…）";;"0008A7B8"
1;"85580";"はいこれ
使ってみなよ";;"0008A7C0"
1;"855A0";"なんですか…？
あ！　口紅…！";;"0008A7C8"
1;"855C0";"え…　でも、そんな…　悪いですよ";;"0008A7D0"
1;"855F0";"いいから、つけてみな";;"0008A7D8"
1;"85610";"不幸そうに見えなくなるかもよ？";;"0008A7E0"
1;"85630";"いいから、つけてみな";;"0008A7E8"
1;"85648";"……じゃあ…";;"0008A7F0"
1;"85660";"不幸そうに見えなくなるかもよ？";;"0008A7F8"
1;"85680";"…そうですか？　じゃあ…";;"0008A800"
1;"856A0";"…どうですか？";;"0008A808"
1;"856B0";"すごく似合ってる";;"0008A810"
1;"856D0";"不幸そうには見えないよ";;"0008A818"
1;"856F0";"違う色の方が良かったかな…";;"0008A820"
1;"85710";"ああ　すごく似合ってる";;"0008A828"
1;"85730";"ほんとですか？　へえ…
…ちょっと鏡で見てきますね";;"0008A830"
1;"85770";"おっ？　不幸そうには見えないよ";;"0008A838"
1;"85790";"そうですか？　ちょっと鏡で見てきます";;"0008A840"
1;"857C0";"う～ん…　違う色の方が良かったかな…";;"0008A848"
1;"857F0";"ええっ！？
ちょ、ちょっと落としてきます！";;"0008A850"
1;"85820";"白石 紀子";;"0008A858"
1;"85830";"私…この間お客さんに
「幸薄そう」って言われたんです";;"0008A860"
1;"85868";"白石 紀子";;"0008A868"
1;"85880";"私って…　そんなに不幸そうに
見えるんでしょうか…";;"0008A870"
1;"858B8";"$p";;"0008A878"
1;"858C0";"（化粧でもすれば
だいぶ印象が変わるだろうな…）";;"0008A880"
1;"858F0";"$ci口紅$crを渡しますか？";;"0008A888"
1;"85910";"何色の口紅を渡しますか？";;"0008A890"
1;"85930";"レッド";;"0008A898"
1;"85938";"オレンジ";;"0008A8A0"
1;"85948";"ピンク";;"0008A8A8"
1;"85950";"ブラウン";;"0008A8B0"
1;"85960";"パープル";;"0008A8B8"
1;"85970";"やっぱり渡さない";;"0008A8C0"
1;"85988";"ん？　誰だ？";;"0008A8C8"
1;"859A0";"あの、$puさん
口紅の事で…";;"0008A8D0"
1;"859C0";"あの口紅、すごく高価なんですってね
店長に見せたら、びっくりしてました";;"0008A8D8"
1;"85A10";"$puさんには、本当に色々お世話に
なってて、すごく感謝してるんですけど…";;"0008A8E0"
1;"85A60";"でも、どうして、
ここまで親切にしてくれるんですか？";;"0008A8E8"
1;"85AA0";"たしかに、事件に巻き込まれたり
記憶を無くしたり、大変ですけど…";;"0008A8F0"
1;"85AE0";"私、大丈夫です　もっと自分で
頑張って、解決しますから…";;"0008A8F8"
1;"85B20";"それとも…
そんなに頼りなさそうに見えますか…？";;"0008A900"
1;"85B50";"君のことが好きだから放っておけなかった";;"0008A908"
1;"85B80";"確かに、親切にしすぎたかもしれない";;"0008A910"
1;"85BB0";"別に深い意味はなかったんだが…";;"0008A918"
1;"85BD0";"親切にしてやったのにその言い草はなんだ！";;"0008A920"
1;"85C00";"それは…　君のことが好きだから、
放っておけなかったんだ";;"0008A928"
1;"85C38";"えっ…？";;"0008A930"
1;"85C50";"迷惑だったかな…";;"0008A938"
1;"85C68";"えっ…　その…";;"0008A940"
1;"85C80";"君が好きなんだ　ずっと一緒にいたい";;"0008A948"
1;"85CB0";"迷惑なら　俺は身を引くよ";;"0008A950"
1;"85CD0";"君が好きなんだ　ずっと一緒にいたい";;"0008A958"
1;"85D00";"それは…　本気で言ってるんですか…？";;"0008A960"
1;"85D28";"本気だ";;"0008A968"
1;"85D30";"冗談だ";;"0008A970"
1;"85D38";"本気だ";;"0008A978"
1;"85D40";"……";;"0008A980"
1;"85D50";"はい、嬉しいです
$puさんが良ければ…";;"0008A988"
1;"85D78";"ありがとう";;"0008A990"
1;"85D88";"…冗談だ";;"0008A998"
1;"85DA0";"えっ！？　な、なんですか！　もうっ！";;"0008A9A0"
1;"85DD0";"か、帰ります…！";;"0008A9A8"
1;"85DF0";"迷惑なら　俺は身を引くよ";;"0008A9B0"
1;"85E10";"いや、あの…！
は、はい…　すみません…";;"0008A9B8"
1;"85E40";"確かに、親切にしすぎたかもしれないな";;"0008A9C0"
1;"85E70";"別に深い意味はなかったんだが…";;"0008A9C8"
1;"85E90";"親切にしてやったのにその言い草はなんだ！";;"0008A9D0"
1;"85EC0";"すみません　せっかく親切にして
もらったのにこんな事言って…";;"0008A9D8"
1;"85F00";"それじゃあ　帰ります
失礼しました";;"0008A9E0"
1;"85F28";"白石 紀子";;"0008A9E8"
1;"85F40";"いらっしゃいませ…";;"0008A9F0"
1;"85F58";"白石 紀子";;"0008A9F8"
1;"85F68";"あ、$puさん";;"0008AA00"
1;"85F78";"白石 紀子";;"0008AA08"
1;"85F90";"今、彼女と一緒に住んでいるそうですね…";;"0008AA10"
1;"85FC0";"はいこれ　プレゼント";;"0008AA18"
1;"85FE0";"えっ　いいんですか？
ありがとうございます！";;"0008AA20"
1;"86010";"わぁ　かわいいパジャマですね！";;"0008AA28"
1;"86030";"似合いますか？";;"0008AA30"
1;"86040";"わっ…！　これ、ネグリジェ…　ですね";;"0008AA38"
1;"86070";"こういうの初めて着ます…
似合ってますか？";;"0008AA40"
1;"860A0";"あっ　水着！
私、こう見えて泳ぐのは得意なんですよ";;"0008AA48"
1;"860E0";"今度暇な時に、一緒に海に行きましょうね";;"0008AA50"
1;"86108";"白石 紀子";;"0008AA58"
1;"86118";"あ、$puさん";;"0008AA60"
1;"86128";"白石 紀子";;"0008AA68"
1;"86140";"来てくれたんですか？";;"0008AA70"
1;"86160";"よかった　元気そうだな";;"0008AA78"
1;"86180";"なんだ　元気そうだな　がっかりだよ";;"0008AA80"
1;"861A8";"具合はどう？";;"0008AA88"
1;"861B8";"$p";;"0008AA90"
1;"861C0";"よかった　元気そうだな";;"0008AA98"
1;"861D8";"白石 紀子";;"0008AAA0"
1;"861F0";"はい　傷の方はもう大丈夫です";;"0008AAA8"
1;"86210";"$p";;"0008AAB0"
1;"86220";"なんだ　元気そうだな　がっかりだよ";;"0008AAB8"
1;"86248";"白石 紀子";;"0008AAC0"
1;"86260";"えっ…　す、すみません…";;"0008AAC8"
1;"86280";"$p";;"0008AAD0"
1;"86288";"具合はどう？";;"0008AAD8"
1;"86298";"白石 紀子";;"0008AAE0"
1;"862B0";"傷の方はもう大丈夫です";;"0008AAE8"
1;"862C8";"白石 紀子";;"0008AAF0"
1;"862E0";"記憶の方は　まだ思い出せなくて…";;"0008AAF8"
1;"86308";"白石 紀子";;"0008AB00"
1;"86320";"脳は異常ないらしいですけど、先生には
あせらない様にって言われてます";;"0008AB08"
1;"86368";"白石 紀子";;"0008AB10"
1;"86380";"…そうだ、この町の公園で
週末に盆踊りをやってるらしいですね";;"0008AB18"
1;"863C0";"白石 紀子";;"0008AB20"
1;"863D0";"盆踊りは…　行ったことがあるような
気もするんですけど…";;"0008AB28"
1;"86408";"$p";;"0008AB30"
1;"86410";"（盆踊りの記憶がかすかにあるようだ…）";;"0008AB38"
1;"86438";"$p";;"0008AB40"
1;"86440";"（盆踊りを連想する物を見せれば
　記憶が戻るかもしれないな…）";;"0008AB48"
1;"86480";"$ciお面$crを渡しますか？";;"0008AB50"
1;"864A0";"渡す";;"0008AB58"
1;"864A8";"渡さない";;"0008AB60"
1;"864C0";"なんですか？　これ…";;"0008AB68"
1;"864E0";"お面だよ　盆踊りの屋台で売ってたんだ";;"0008AB70"
1;"86510";"盆踊りの…？　あっ　そういえば…！";;"0008AB78"
1;"86540";"お面の屋台って　あの、いろんなお面が
ならんでいる、あれですよね！？";;"0008AB80"
1;"86590";"ありがとうございます！　$puさん
少し、思い出せたような気がします…！";;"0008AB88"
1;"865E0";"どのお面を渡しますか？";;"0008AB90"
1;"865F8";"ヒーロー";;"0008AB98"
1;"86608";"魔女っ子";;"0008ABA0"
1;"86620";"$ci浴衣$crを見せますか？";;"0008ABA8"
1;"86640";"$ci金魚$crを渡しますか？";;"0008ABB0"
1;"86660";"$ci金魚鉢$crを渡しますか？";;"0008ABB8"
1;"86680";"白石 紀子";;"0008ABC0"
1;"86690";"なんですか？　これ…";;"0008ABC8"
1;"866A8";"$p";;"0008ABD0"
1;"866B0";"浴衣だよ　盆踊りに着ていくんだ";;"0008ABD8"
1;"866D0";"$p";;"0008ABE0"
1;"866E0";"金魚だよ　盆踊りの屋台で売ってたんだ";;"0008ABE8"
1;"86708";"$p";;"0008ABF0"
1;"86710";"金魚鉢だよ　盆踊りの屋台で売ってたんだ";;"0008ABF8"
1;"86738";"白石 紀子";;"0008AC00"
1;"86750";"盆踊りの…？　あっ　そういえば…！";;"0008AC08"
1;"86778";"白石 紀子";;"0008AC10"
1;"86790";"盆踊りには、みんな浴衣を着て
出かけるんですよね！？";;"0008AC18"
1;"867C8";"白石 紀子";;"0008AC20"
1;"867E0";"盆踊りには金魚すくいがあるんですよね！？
私もしたことあるような気がします";;"0008AC28"
1;"86830";"白石 紀子";;"0008AC30"
1;"86840";"ありがとうございます！　$puさん
少し、思い出せたような気がします…！";;"0008AC38"
1;"86888";"見せる";;"0008AC40"
1;"86890";"見せない";;"0008AC48"
1;"868A0";"白石 紀子";;"0008AC50"
1;"868B0";"おかげで少し思い出せたような気がします
ありがとうございました";;"0008AC58"
1;"868F0";"あっ　$puさん";;"0008AC60"
1;"86900";"どうですか？　この浴衣";;"0008AC68"
1;"86920";"店長から借りたんですけど…";;"0008AC70"
1;"86940";"うん　よく似合ってる";;"0008AC78"
1;"86960";"まあ…　似合ってるんじゃない？";;"0008AC80"
1;"86980";"ちょっと…　似合ってないな…";;"0008AC88"
1;"869A0";"全然似合ってないね";;"0008AC90"
1;"869C0";"似合ってるよ　幽霊みたいだ";;"0008AC98"
1;"869E0";"うん　よく似合ってる";;"0008ACA0"
1;"86A00";"ほんとですか？
…ちょっと照れますね";;"0008ACA8"
1;"86A30";"まあ…　似合ってるんじゃない？";;"0008ACB0"
1;"86A50";"そうですか？　よかった";;"0008ACB8"
1;"86A70";"ちょっと…　似合ってないな…";;"0008ACC0"
1;"86A90";"そうですか…";;"0008ACC8"
1;"86AA0";"全然似合ってないね";;"0008ACD0"
1;"86AC0";"ええっ…
そんな、はっきり言わなくても…";;"0008ACD8"
1;"86AF0";"似合ってるよ　幽霊みたいだ";;"0008ACE0"
1;"86B10";"ええっ！？　そんな、ひどいですよ";;"0008ACE8"
1;"86B40";"それじゃあ　色々見て回りましょうか";;"0008ACF0"
1;"86B70";"あの、$puさん…";;"0008ACF8"
1;"86B80";"あまり、物騒な事件に関わらない方が
いいと思うんですけど…";;"0008AD00"
1;"86BC0";"やっぱり、警察の方が慣れてるし…";;"0008AD08"
1;"86BF0";"…えっと　その…　心配ですし…";;"0008AD10"
1;"86C10";"ありがとう　でも捜査はやめない";;"0008AD18"
1;"86C30";"ありがとう　少し考えてみるよ";;"0008AD20"
1;"86C50";"これは俺の問題だ　捜査はやめない";;"0008AD28"
1;"86C80";"これは俺の問題だ　放っておいてくれ";;"0008AD30"
1;"86CB0";"ありがとう
でも捜査をやめるつもりはないな";;"0008AD38"
1;"86CE0";"…そうですか……";;"0008AD40"
1;"86D00";"ありがとう　少し考えてみるよ";;"0008AD48"
1;"86D20";"何かあってからじゃあ、遅いですからね";;"0008AD50"
1;"86D50";"これは俺の問題だ　捜査はやめない";;"0008AD58"
1;"86D80";"そうですか　…分かりました";;"0008AD60"
1;"86DA0";"これは俺の問題だ　放っておいてくれ";;"0008AD68"
1;"86DD0";"そ、そうですか……";;"0008AD70"
1;"86DF0";"今日はありがとうございました
来てくれて嬉しかったです";;"0008AD78"
1;"86E30";"…お祭りっていいですね
いろんな人がいて、にぎやかで…";;"0008AD80"
1;"86E70";"あの時はいろんな事があって
毎日大変だったけど…";;"0008AD88"
1;"86EA0";"お祭りは、今年と同じように
これからもずっと続いていくんでしょうね…";;"0008AD90"
1;"86EF0";"今日は、付き合ってくれて
ありがとうございました";;"0008AD98"
1;"86F20";"それじゃあ　おやすみなさい";;"0008ADA0"
1;"86F40";"白石 紀子";;"0008ADA8"
1;"86F50";"わあ！　すごいですね！
こんなにお面がたくさん！";;"0008ADB0"
1;"86F80";"白石 紀子";;"0008ADB8"
1;"86F90";"こんなにたくさんあると
目移りして、なかなか決められないですね";;"0008ADC0"
1;"86FD0";"ヒーローのお面がいいよ";;"0008ADC8"
1;"86FF0";"魔女っ子のお面がいいよ";;"0008ADD0"
1;"87010";"お面で紀子の顔が見えなくなるのは嫌だな";;"0008ADD8"
1;"87038";"白石 紀子";;"0008ADE0"
1;"87050";"ふふっ
私もそう思ってたんですよ";;"0008ADE8"
1;"87070";"白石 紀子";;"0008ADF0"
1;"87080";"そ、そうですか？
あ、ありがとうございます…";;"0008ADF8"
1;"870B0";"白石 紀子";;"0008AE00"
1;"870C0";"つ、次のお店に行きましょうか…";;"0008AE08"
1;"870E0";"白石 紀子";;"0008AE10"
1;"870F0";"ありがとうございます
大事にしますね";;"0008AE18"
1;"87118";"白石 紀子";;"0008AE20"
1;"87130";"$puさん　以前、私が入院してるときに
お面を持って来てくれましたよね";;"0008AE28"
1;"87180";"紀子に似合うと思ったんだ";;"0008AE30"
1;"871A0";"記憶が戻る役には立てなかったな…";;"0008AE38"
1;"871D0";"そんなことあったっけ？";;"0008AE40"
1;"871E8";"白石 紀子";;"0008AE48"
1;"87200";"ありがとうございます
あのお面、今も部屋に飾ってます";;"0008AE50"
1;"87238";"白石 紀子";;"0008AE58"
1;"87250";"そんなことないです
すごく役に立ちましたよ";;"0008AE60"
1;"87280";"白石 紀子";;"0008AE68"
1;"87290";"もう忘れちゃいましたか？
でも、私ははっきり覚えてますよ";;"0008AE70"
1;"872C8";"白石 紀子";;"0008AE78"
1;"872E0";"だって、記憶は戻らなかったですけど
新しい思い出ができたんですから";;"0008AE80"
1;"87328";"白石 紀子";;"0008AE88"
1;"87340";"ちょっと、お腹がすきましたね
何か食べましょうか";;"0008AE90"
1;"87370";"俺もお腹が減ったな";;"0008AE98"
1;"87388";"俺はまだ大丈夫";;"0008AEA0"
1;"87398";"白石 紀子";;"0008AEA8"
1;"873B0";"そうですか？
じゃあもうちょっと見て行きましょうか";;"0008AEB0"
1;"873E8";"白石 紀子";;"0008AEB8"
1;"87400";"私に…　ですか？";;"0008AEC0"
1;"87420";"もう少しお面を見ていく";;"0008AEC8"
1;"87440";"それよりも腹が減った";;"0008AED0"
1;"87458";"白石 紀子";;"0008AED8"
1;"87470";"フフッ　そうですか？
じゃあどこか食べ物屋さんに行きましょう";;"0008AEE0"
1;"874B0";"白石 紀子";;"0008AEE8"
1;"874C0";"わあ！　りんご飴ですよ！
美味しそうですね";;"0008AEF0"
1;"874F0";"りんご飴を買ってあげる";;"0008AEF8"
1;"87510";"それよりもカキ氷が食べたい";;"0008AF00"
1;"87530";"白石 紀子";;"0008AF08"
1;"87540";"あら？　$puさん
お財布忘れてきちゃたんですか？";;"0008AF10"
1;"87570";"白石 紀子";;"0008AF18"
1;"87580";"心配しないでください　私が払いますよ";;"0008AF20"
1;"875A8";"白石 紀子";;"0008AF28"
1;"875C0";"大きなりんご！
ひとりじゃ食べきれないですよ";;"0008AF30"
1;"875F0";"白石 紀子";;"0008AF38"
1;"87600";"ふたりで半分こにしましょうね";;"0008AF40"
1;"87620";"白石 紀子";;"0008AF48"
1;"87630";"そうですか？
それじゃあカキ氷屋さんに行きましょうか";;"0008AF50"
1;"87668";"白石 紀子";;"0008AF58"
1;"87680";"こうやってお店を見て歩くだけでも
お祭りって楽しいですよね";;"0008AF60"
1;"876C0";"白石 紀子";;"0008AF68"
1;"876D0";"あ！　カキ氷屋さんですよ
冷たくて美味しそう";;"0008AF70"
1;"87700";"白石 紀子";;"0008AF78"
1;"87710";"そう言えば
今年はまだ一度も食べてないな…";;"0008AF80"
1;"87740";"かき氷を買ってあげる";;"0008AF88"
1;"87760";"それより早く休みたい";;"0008AF90"
1;"87778";"白石 紀子";;"0008AF98"
1;"87790";"え？　買ってくれるんですか？
ありがとうございます";;"0008AFA0"
1;"877C8";"白石 紀子";;"0008AFA8"
1;"877E0";"たくさん見て回りましたね
ちょっと休みましょうか";;"0008AFB0"
1;"87810";"白石 紀子";;"0008AFB8"
1;"87820";"…今日はずいぶん歩き回りましたからね
ちょっと休みましょうか";;"0008AFC0"
1;"87860";"$p";;"0008AFC8"
1;"87868";"紀子と…";;"0008AFD0"
1;"87878";"俺って";;"0008AFD8"
1;"87880";"片山って";;"0008AFE0"
1;"87890";"ゆきって";;"0008AFE8"
1;"878A0";"綾って";;"0008AFF0"
1;"878A8";"お似合いだよな";;"0008AFF8"
1;"878B8";"似てるよな";;"0008B000"
1;"878C8";"相性悪いよな";;"0008B008"
1;"878D8";"$p";;"0008B010"
1;"878E0";"紀子と　俺って…";;"0008B018"
1;"878F8";"$p";;"0008B020"
1;"87900";"紀子と　片山って…";;"0008B028"
1;"87918";"$p";;"0008B030"
1;"87920";"紀子と　ゆきって…";;"0008B038"
1;"87938";"$p";;"0008B040"
1;"87940";"紀子と　俺って　お似合いだよな";;"0008B048"
1;"87960";"$p";;"0008B050"
1;"87970";"紀子と　片山って　お似合いだよな";;"0008B058"
1;"87998";"$p";;"0008B060"
1;"879A0";"紀子と　ゆきって　お似合いだよな";;"0008B068"
1;"879C8";"$p";;"0008B070"
1;"879D0";"紀子と　俺って　似てるよな";;"0008B078"
1;"879F0";"$p";;"0008B080"
1;"87A00";"紀子と　片山って　似てるよな";;"0008B088"
1;"87A20";"$p";;"0008B090"
1;"87A30";"紀子と　ゆきって　似てるよな";;"0008B098"
1;"87A50";"$p";;"0008B0A0"
1;"87A60";"紀子と　俺って　相性悪いよな";;"0008B0A8"
1;"87A80";"$p";;"0008B0B0"
1;"87A90";"紀子と　片山って　相性悪いよな";;"0008B0B8"
1;"87AB0";"$p";;"0008B0C0"
1;"87AC0";"紀子と　ゆきって　相性悪いよな";;"0008B0C8"
1;"87AE0";"白石 紀子";;"0008B0D0"
1;"87AF0";"えっ！？
は、はいっ！";;"0008B0D8"
1;"87B08";"白石 紀子";;"0008B0E0"
1;"87B20";"そうですか？
何だか正反対な気がしますけど…";;"0008B0E8"
1;"87B50";"白石 紀子";;"0008B0F0"
1;"87B60";"だって、$puさんたら時々私に
ひどいこと言うじゃないですか";;"0008B0F8"
1;"87BA0";"白石 紀子";;"0008B100"
1;"87BB0";"確かに抜けてるところは
似てるかも知れませんね";;"0008B108"
1;"87BE0";"白石 紀子";;"0008B110"
1;"87BF0";"そうですね　性格が全然違うから
逆に気が合うかも知れませんね";;"0008B118"
1;"87C30";"$p";;"0008B120"
1;"87C40";"紀子と　綾って…";;"0008B128"
1;"87C58";"$p";;"0008B130"
1;"87C60";"紀子と　綾って　お似合いだよな";;"0008B138"
1;"87C80";"$p";;"0008B140"
1;"87C90";"紀子と　綾って　似てるよな";;"0008B148"
1;"87CB0";"$p";;"0008B150"
1;"87CC0";"紀子と　綾って　相性悪いよな";;"0008B158"
1;"87CE0";"白石 紀子";;"0008B160"
1;"87CF0";"はい　綾さんみたいな落ち着いた人だと
私も何だか安心して話せます";;"0008B168"
1;"87D30";"白石 紀子";;"0008B170"
1;"87D40";"そんなことないですよ
綾さんて大人の女性じゃないですか";;"0008B178"
1;"87D78";"白石 紀子";;"0008B180"
1;"87D90";"私、全然そうじゃないから
綾さんにすごく憧れてるんですよ";;"0008B188"
1;"87DC8";"白石 紀子";;"0008B190"
1;"87DD8";"そんな…";;"0008B198"
1;"87DE8";"白石 紀子";;"0008B1A0"
